Type,Name,Size,Unit,Dwt,GT,Flag,Built,Month,Builder,Owner Group,Status,Alternative Fuel Types,SOx Scrubber Status,Eco - Electronic Engine
Container,Louise,"3,674",TEU,"48,997","40,855",Liberia,2013,12,Sungdong SB,Zodiac Maritime,Idle,,,Eco – Electronic Engine
Container,Hansa Granite,"3,649",TEU,"48,200","38,388",Marshall Islands,2014,7,Shanghai Shipyard,Leonhardt & Blumberg,In Service,,,Eco – Electronic Engine
Container,Antofagasta Express,"3,508",TEU,"48,039","39,106",Chile,2015,3,Shanghai Shipyard,Hapag-Lloyd,In Service,,,Eco – Electronic Engine
Container,Toronto Express,"4,402",TEU,"47,828","55,994",Bermuda,2003,6,Daewoo (DSME),Hapag-Lloyd,In Service,,,
Container,OOCL Montreal,"4,402",TEU,"47,828","55,994",Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,In Service,,,
Container,Montreal Express,"4,402",TEU,"47,828","55,994",Bermuda,2003,7,Daewoo (DSME),Hapag-Lloyd,In Service,Biofuel,,
Container,MSC Erminia,"3,500",TEU,"47,384","48,237",Panama,1993,5,Shin Kurushima,MSC,In Service,,,
Container,Hansa Europe,"3,649",TEU,"47,267","38,388",Liberia,2012,6,Shanghai Shipyard,Leonhardt & Blumberg,In Service,,,Eco – Electronic Engine
Container,Niledutch Antwerpen,"3,508",TEU,"47,200","39,106",Cyprus,2015,2,Shanghai Shipyard,Navigare Capital,In Service,,,Eco – Electronic Engine
Container,Niledutch Breda,"3,508",TEU,"47,200","39,106",Cyprus,2014,6,Shanghai Shipyard,Navigare Capital,In Service,,,Eco – Electronic Engine
Container,MSC Santhya,"3,005",TEU,"47,120","37,071",Panama,1991,5,Bremer Vulkan,MSC,In Service,,,
Container,MSC Shannon,"3,007",TEU,"47,120","37,071",Panama,1991,11,Bremer Vulkan,MSC,In Service,,,
Container,MSC Nederland,"3,007",TEU,"47,120","37,071",Panama,1992,11,Bremer Vulkan,Niki Shpg Co Inc,In Service,,,
Container,MSC Mandy,"3,005",TEU,"47,120","37,071",Panama,1993,2,Bremer Vulkan,MSC,In Service,,,
Container,Hansa Asia,"3,649",TEU,"47,116","38,388",Marshall Islands,2013,1,Shanghai Shipyard,Leonhardt & Blumberg,In Service,,,Eco – Electronic Engine
Container,Hansa America,"3,649",TEU,"47,069","38,388",Liberia,2014,3,Shanghai Shipyard,Leonhardt & Blumberg,In Service,,,Eco – Electronic Engine
Container,GH Tramontane,"3,635",TEU,"47,027","38,364",Marshall Islands,2010,7,Shanghai Shipyard,Celsius Shipping,In Service,,,
Container,Mendelssohn,"3,600",TEU,"47,027","38,364",Liberia,2012,4,Shanghai Shipyard,Borealis Maritime,In Service,,,
Container,Chopin,"3,600",TEU,"47,027","38,364",Cyprus,2012,11,Shanghai Shipyard,Borealis Maritime,In Service,,,
Container,GH Pampero,"3,421",TEU,"46,999","39,824",Marshall Islands,2014,5,Huangpu Wenchong,Celsius Shipping,In Service,,,Eco – Electronic Engine
Container,MSC Atlantic,"3,005",TEU,"46,975","37,071",Panama,1991,9,Howaldtswerke Werft,MSC,In Service,,,
Container,MSC Suez,"3,007",TEU,"46,975","36,452",Panama,1993,2,Howaldtswerke Werft,MSC,In Service,,,
Container,MSC Jordan,"3,007",TEU,"46,975","37,071",Panama,1993,7,Howaldtswerke Werft,MSC,In Service,,Fitted,
Container,GH Maestro,"3,600",TEU,"46,925","38,364",Marshall Islands,2012,6,Shanghai Shipyard,Celsius Shipping,In Service,,,
Container,Ze Guang,"3,429",TEU,"46,350","41,507",Peoples' Republic of China,1997,7,Howaldtswerke Werft,Zhonggu Logistics,In Service,,,
Container,Majd,"3,586",TEU,"46,345","38,320",Qatar,2007,10,STX SB (Jinhae),Milaha,In Service,,,
Container,Nordsummer,"3,586",TEU,"46,321","38,320",Madeira,2007,7,STX SB (Jinhae),Reederei Nord,In Service,,,
Container,Dong Cheng Bi Hai,"3,586",TEU,"46,288","38,320",Peoples' Republic of China,2007,4,STX SB (Jinhae),Taizhou Dongcheng,In Service,,,
Container,Dong Cheng Hao Hai,"3,586",TEU,"46,288","38,320",Peoples' Republic of China,2007,6,STX SB (Jinhae),Taizhou Dongcheng,In Service,,,
Container,AS Nadia,"3,586",TEU,"46,230","38,320",Madeira,2007,7,STX SB (Jinhae),MPC Group,Idle,,,
Container,Nordautumn,"3,586",TEU,"46,212","38,332",Madeira,2008,4,STX SB (Jinhae),Reederei Nord,In Service,,,
Container,Nordwinter,"3,586",TEU,"46,212","38,332",Madeira,2008,7,STX SB (Jinhae),Reederei Nord,In Service,,,
Container,Bomar Beijing,"3,421",TEU,"46,150","39,905",Liberia,2013,5,Guangzhou Wenchong,Borealis Maritime,In Service,,,Eco – Electronic Engine
Container,Nordic Hong Kong,"3,421",TEU,"46,150","39,905",Liberia,2013,11,Guangzhou Wenchong,Borealis Maritime,Idle,,,Eco – Electronic Engine
Container,Nordic Wismar,"3,405",TEU,"46,131","39,753",Liberia,2011,11,Rongcheng Shenfei,Nordic Hamburg,Idle,,,Eco – Electronic Engine
Container,Hedda Schulte,"3,405",TEU,"46,131","39,753",Cyprus,2013,4,Rongcheng Shenfei,Thomas Schulte,In Service,,,Eco – Electronic Engine
Container,Nordic Macau,"3,421",TEU,"46,130","39,905",Liberia,2014,1,Huangpu Wenchong,Borealis Maritime,In Service,,Pending,Eco – Electronic Engine
Container,Bomar Rossi,"3,405",TEU,"46,019","39,753",Liberia,2012,3,Rongcheng Shenfei,Borealis Maritime,In Service,,,Eco – Electronic Engine
Container,Zhong Gu Liao Ning,"3,429",TEU,"45,850","41,507",Peoples' Republic of China,1997,11,Howaldtswerke Werft,Zhonggu Logistics,In Service,,,
Container,MSC Kerry,"3,501",TEU,"45,530","37,323",Panama,1995,3,Stocznia Gdynia,MSC,In Service,,,
Container,Mogral,"3,359",TEU,"45,400","36,603",India,1998,9,Halla Eng.,Simatech Shipping,In Service,,,
Container,Inter Sydney,"3,400",TEU,"45,383","36,603",St. Vincent & Grenadines,1998,10,Halla Eng.,Interworld Shipping,In Service,,,
Container,Kota Manis,"3,566",TEU,"45,349","37,199",Singapore,2013,1,Hyundai Samho HI,PIL,In Service,,Pending,Eco – Electronic Engine
Container,Kota Machan,"3,566",TEU,"45,349","37,199",Singapore,2013,5,Hyundai Samho HI,PIL,In Service,,Fitted,Eco – Electronic Engine
Container,Kota Makmur,"3,566",TEU,"45,349","37,199",Hong Kong,2013,3,Hyundai Samho HI,Hyundai Mipo,In Service,,Fitted,Eco – Electronic Engine
Container,Kota Megah,"3,566",TEU,"45,349","37,199",Singapore,2013,4,Hyundai Samho HI,PIL,In Service,,Pending,Eco – Electronic Engine
Container,Heng Hui 5,"3,586",TEU,"44,985","38,320",Peoples' Republic of China,2007,9,STX SB (Jinhae),Shishi Hengtong,In Service,,,
Container,Ao Tong 2,"3,066",TEU,"44,510","42,323",Peoples' Republic of China,1993,12,Howaldtswerke Werft,Shishi Hengtong,In Service,,,
Container,Express Spain,"3,398",TEU,"44,144","35,595",Malta,2011,1,HHIC (Yeongdo),Danaos Shipping,In Service,,,Eco – Electronic Engine
Container,SM Manali,"3,398",TEU,"44,135","35,581",India,2005,10,HHIC (Yeongdo),Global Feeder Shpg,In Service,,,
Container,Express Black Sea,"3,398",TEU,"44,080","35,595",Malta,2011,3,HHIC (Yeongdo),Danaos Shipping,In Service,,,Eco – Electronic Engine
Container,Express Argentina,"3,398",TEU,"44,080","35,595",Malta,2010,5,HHIC (Yeongdo),Danaos Shipping,In Service,,,Eco – Electronic Engine
Container,Express Brazil,"3,398",TEU,"44,080","35,595",Malta,2010,7,HHIC (Yeongdo),Danaos Shipping,In Service,,,Eco – Electronic Engine
Container,Express France,"3,398",TEU,"44,080","35,595",Malta,2010,10,HHIC (Yeongdo),Danaos Shipping,In Service,,,Eco – Electronic Engine
Container,Avni,"3,398",TEU,"44,053","35,581",Liberia,2006,3,HHIC (Yeongdo),Sea Lead Shipping,In Service,,,
Container,Adelheid-S.,"3,398",TEU,"44,053","35,581",Antigua & Barbuda,2006,11,HHIC (Yeongdo),Reederei Schepers,In Service,,,
Container,Celsius London,"3,398",TEU,"44,022","35,581",Marshall Islands,2007,3,HHIC (Yeongdo),Celsius Shipping,In Service,,,
Container,MSC Monica,"3,424",TEU,"43,378","37,398",Panama,1993,11,Samsung HI,MSC,In Service,,,
Container,MSC Martina,"3,424",TEU,"43,378","37,398",Panama,1993,7,Samsung HI,MSC,In Service,,,
Container,MSC Rossella,"3,424",TEU,"43,378","37,398",Panama,1993,12,Samsung S.B (Busan),MSC,In Service,,,
Container,MSC Sophie,"3,424",TEU,"43,378","37,398",Panama,1993,12,Samsung HI,MSC,In Service,,,
Container,Irenes Ray,"3,388",TEU,"43,127","35,573",Liberia,2006,12,HHIC (Yeongdo),Tsakos Group,In Service,,,
Container,Noro,"3,388",TEU,"43,127","35,573",Liberia,2007,5,HHIC (Yeongdo),NSC Schiffahrt,In Service,,,
Container,Ortolan Gamma,"3,388",TEU,"43,127","35,573",Liberia,2007,6,HHIC (Yeongdo),NSC Schiffahrt,In Service,,,
Container,Natal,"3,388",TEU,"43,127","35,573",Liberia,2007,11,HHIC (Yeongdo),NSC Schiffahrt,In Service,,,
Container,Sphene,"3,388",TEU,"43,127","35,573",Marshall Islands,2007,9,HHIC (Yeongdo),Schulte Group,In Service,,,
Container,Zhong Gu Shan Dong,"3,388",TEU,"43,127","35,573",Peoples' Republic of China,2007,10,HHIC (Yeongdo),Zhonggu Logistics,Idle,,,
Container,Maersk Bintan,"3,075",TEU,"43,127","35,835",Hong Kong,2008,1,HHIC (Yeongdo),A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Maersk Batam,"3,078",TEU,"43,127","35,835",Singapore,2008,4,HHIC (Yeongdo),A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Maersk Bulan,"3,078",TEU,"43,127","35,835",Singapore,2008,10,HHIC (Yeongdo),A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Safmarine Bayete,"3,078",TEU,"43,127","35,835",Hong Kong,2009,2,HHIC (Yeongdo),A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Safmarine Benguela,"3,078",TEU,"43,127","35,835",Hong Kong,2009,3,HHIC (Yeongdo),A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Maersk Buton,"3,078",TEU,"43,123","35,835",Singapore,2008,7,HHIC (Yeongdo),A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Maersk Bali,"3,078",TEU,"43,123","35,835",Singapore,2008,8,HHIC (Yeongdo),A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Maersk Bogor,"3,075",TEU,"43,123","35,835",Singapore,2009,5,HHIC (Yeongdo),A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Maersk Bratan,"3,078",TEU,"43,123","35,835",Singapore,2009,7,HHIC (Yeongdo),A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Maersk Batur,"3,078",TEU,"43,123","35,835",Singapore,2009,12,HHIC (Yeongdo),A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Maersk Brani,"3,075",TEU,"43,123","35,835",Singapore,2010,2,HHIC (Yeongdo),A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Bomar Renaissance,"3,390",TEU,"43,050","35,574",Liberia,2006,10,HHIC (Yeongdo),Borealis Maritime,In Service,,,
Container,MSC Alabama,"3,200",TEU,"42,966","37,518",Panama,1996,6,Samsung HI,MSC,In Service,,Fitted,
Container,MSC Paola,"3,424",TEU,"42,960","37,579",Liberia,1998,9,Samsung HI,MSC,Idle,,,
Container,MSC Rebecca,"3,398",TEU,"42,954","37,579",Panama,1997,7,Samsung HI,D. Oltmann,In Service,,,
Container,MSC Japan,"3,398",TEU,"42,938","37,518",Panama,1996,1,Samsung HI,MSC,In Service,,Fitted,
Container,MSC Korea,"3,398",TEU,"42,938","37,518",Panama,1996,3,Samsung HI,MSC,In Service,,Fitted,
Container,Leto,"3,091",TEU,"42,850","35,881",Liberia,2006,9,Szczecin Shipyard,Peter Dohle,In Service,,,
Container,Independent Vision,"3,100",TEU,"42,850","35,881",Madeira,2006,10,Szczecin Shipyard,Ernst Russ AG,In Service,,,
Container,Navios Summer,"3,450",TEU,"42,822","36,483",Marshall Islands,2006,2,Hyundai Mipo,Navios Holdings,In Service,,,
Container,Navios Verano,"3,450",TEU,"42,822","36,483",Marshall Islands,2006,4,Hyundai Mipo,Navios Holdings,In Service,,,
Container,Navios Spring,"3,450",TEU,"42,822","36,483",Marshall Islands,2007,1,Hyundai Mipo,Navios Holdings,In Service,,,
Container,GFS Perfect,"3,450",TEU,"42,822","36,483",Singapore,2007,4,Hyundai Mipo,Simatech Shipping,In Service,,,
Container,Uni Fortuna,"3,450",TEU,"42,822","36,483",Panama,2007,6,Hyundai Mipo,Uni-Asia Holding,In Service,,,
Container,Bomar Fulgent,"3,450",TEU,"42,822","36,483",Liberia,2007,9,Hyundai Mipo,Borealis Maritime,In Service,,,
Container,Rio Centaurus,"3,426",TEU,"42,604","36,087",Marshall Islands,2010,7,TKMS Nordseewerke,Wilhelmsen Ahrenkiel,In Service,,Fitted,
Container,GH Chinook,"3,426",TEU,"42,483","36,087",Marshall Islands,2010,8,Howaldtswerke Werft,Celsius Shipping,In Service,,,Eco – Electronic Engine
Container,GH Leste,"3,426",TEU,"42,454","36,087",Marshall Islands,2010,7,Howaldtswerke Werft,Celsius Shipping,In Service,,,Eco – Electronic Engine
Container,Sagitta,"3,426",TEU,"42,250","36,087",Marshall Islands,2010,6,TKMS Nordseewerke,MPC Group,In Service,,Fitted,
Container,Elbspirit,"3,426",TEU,"42,250","36,087",Liberia,2008,8,TKMS Nordseewerke,Elbdeich Reederei,In Service,,,
Container,Burgundy,"3,426",TEU,"42,250","36,087",Liberia,2008,12,TKMS Nordseewerke,MPC Group,In Service,,,
Container,Sarvin,"3,300",TEU,"42,240","32,700",Iran,2000,7,Hyundai HI (Ulsan),IRISL,Idle,,,
Container,COSCO Fuzhou,"3,534",TEU,"42,201","35,988",Hong Kong,2007,3,Sinopacific Zhejiang,Atlas Corp (Seaspan),In Service,,,
Container,Barry,"3,091",TEU,"42,200","35,881",Marshall Islands,2004,9,Szczecin Shipyard,Torvald Klaveness,In Service,,,
Container,Minna,"3,091",TEU,"42,200","35,645",Madeira,2005,10,Szczecin Shipyard,Peter Dohle,In Service,,,
Container,Demeter,"3,091",TEU,"42,200","35,881",Liberia,2006,1,Szczecin Shipyard,Peter Dohle,Idle,,,
Container,Nikos P,"3,534",TEU,"42,164","35,975",Marshall Islands,2007,1,Shanghai Chengxi,Technomar Shipping,Repairs,,,
Container,Belmonte Express,"3,500",TEU,"42,141","35,975",Panama,2006,9,Shanghai Chengxi,Lomar Shipping,In Service,,,
Container,Northern Dedication,"3,534",TEU,"42,131","35,975",Liberia,2007,7,Shanghai Chengxi,V. Group,In Service,,,
Container,Northern Defender,"3,534",TEU,"42,121","35,975",Antigua & Barbuda,2007,12,Shanghai Shipyard,MSC,In Service,,,
Container,Hope Island,"3,534",TEU,"42,106","35,975",Marshall Islands,2006,2,Shanghai Chengxi,Borealis Maritime,In Service,,,
Container,Mona Lisa,"3,534",TEU,"42,102","35,975",Liberia,2006,7,Shanghai Chengxi,Cyprus Sea Lines,In Service,,,
Container,Gottfried Schulte,"3,534",TEU,"42,101","35,975",Hong Kong,2006,11,Shanghai Chengxi,Schulte Group,In Service,,,
Container,MH Green,"3,158",TEU,"42,100","34,628",Singapore,2021,1,Putuo Shipyard,Sea Consortium,In Service,,,Eco – Electronic Engine Modern
Container,Gerhard Schulte,"3,534",TEU,"42,083","35,991",Hong Kong,2006,8,Shanghai Chengxi,Thomas Schulte,Repairs,,,
Container,Northern Diamond,"3,534",TEU,"42,054","36,007",Liberia,2008,12,Shanghai Shipyard,NVA Norddeutsche,In Service,,,
Container,Northern Dependant,"3,534",TEU,"42,019","36,007",Liberia,2008,3,Shanghai Shipyard,NVA Norddeutsche,In Service,,,
Container,Northern Decision,"3,534",TEU,"42,011","36,007",Liberia,2008,10,Shanghai Shipyard,NVA Norddeutsche,In Service,,,
Container,Northern Diplomat,"3,534",TEU,"42,007","36,007",Liberia,2009,7,Shanghai Shipyard,NVA Norddeutsche,In Service,,,
Container,SPIL Citra,"3,534",TEU,"42,004","35,981",Indonesia,2009,10,Shanghai Shipyard,Salam Pacific,In Service,,,
Container,Northern Delegation,"3,534",TEU,"42,002","36,007",Antigua & Barbuda,2008,6,Shanghai Shipyard,NVA Norddeutsche,In Service,,,
Container,Zheng Yun 1,"3,091",TEU,"41,994","35,881",Peoples' Republic of China,2004,6,Szczecin Shipyard,Taizhou Donghai SY,In Service,,,
Container,Songa Haydn,"3,534",TEU,"41,989","35,981",Liberia,2010,3,Shanghai Shipyard,Arne Blystad AS,In Service,,Fitted,
Container,Northern Democrat,"3,534",TEU,"41,986","36,007",Liberia,2009,10,Shanghai Shipyard,NVA Norddeutsche,In Service,,,
Container,Perarin,"3,300",TEU,"41,978","36,014",Iran,2000,9,Hyundai HI (Ulsan),IRISL,In Service,,,
Container,Northern Discovery,"3,534",TEU,"41,977","36,007",Liberia,2008,11,Shanghai Shipyard,NVA Norddeutsche,In Service,,,
Container,GH Scirocco,"3,534",TEU,"41,975","36,007",Marshall Islands,2009,5,Shanghai Shipyard,Celsius Shipping,In Service,,,
Container,TRF Partici,"3,534",TEU,"41,974","35,998",Liberia,2010,6,Shanghai Shipyard,TRF,In Service,,Fitted,
Container,GH Zonda,"3,534",TEU,"41,973","36,007",Marshall Islands,2008,9,Shanghai Shipyard,Celsius Shipping,In Service,,,
Container,Northern Dexterity,"3,534",TEU,"41,964","36,007",Antigua & Barbuda,2008,6,Shanghai Shipyard,NVA Norddeutsche,In Service,,,
Container,Daphne,"3,091",TEU,"41,850","35,881",Liberia,2006,4,Szczecin Shipyard,Peter Dohle,Idle,,,
Container,FESCO Diomid,"3,108",TEU,"41,850","35,881",Cyprus,2009,4,Szczecin Shipyard,FESCO,In Service,,,
Container,MSC Lilou,"3,091",TEU,"41,850","35,881",Cyprus,2007,3,Szczecin Shipyard,MSC,In Service,,,
Container,EM Kea,"3,091",TEU,"41,850","35,881",Liberia,2007,12,Szczecin Shipyard,Eurobulk,In Service,,,
Container,Independent Horizon,"3,108",TEU,"41,850","35,881",Liberia,2008,2,Szczecin Shipyard,Peter Dohle,In Service,,,
Container,Port Gdynia,"3,091",TEU,"41,850","35,881",Malta,2011,6,Gryfia Shipyard,Polish Ocean Lines,In Service,,,
Container,Lodur,"3,091",TEU,"41,833","35,881",Antigua & Barbuda,2003,4,Szczecin Shipyard,Reederei Schepers,In Service,,,
Container,OEL Kedarnath,"3,108",TEU,"41,802","35,881",Panama,2003,7,Szczecin Shipyard,Transworld Group,In Service,,,
Container,Polonia,"3,091",TEU,"41,802","35,881",Liberia,2003,2,Szczecin Shipyard,Peter Dohle,In Service,,,
Container,Letavia,"3,091",TEU,"41,802","35,881",Liberia,2005,1,Szczecin Shipyard,Hammonia Reederei,In Service,,,
Container,Lutetia,"3,091",TEU,"41,802","35,881",Liberia,2005,4,Szczecin Shipyard,Hammonia Reederei,In Service,,,
Container,FESCO Dalnegorsk,"3,091",TEU,"41,748","35,881",Cyprus,2004,1,Szczecin Shipyard,FESCO,In Service,,,
Container,Independent Quest,"3,100",TEU,"41,743","35,645",Madeira,2005,7,Szczecin Shipyard,"Oltmann, Schiff.",In Service,,,
Container,MSC Banu,"3,139",TEU,"41,500","35,954",Panama,2004,6,Shanghai Shipyard,MSC,In Service,,Fitted,
Container,MSC Astrid,"3,139",TEU,"41,500","35,954",Panama,2004,9,Shanghai Shipyard,MSC,In Service,,Fitted,
Container,COSCO Yingkou,"3,534",TEU,"41,500","35,988",Hong Kong,2007,7,Sinopacific Zhejiang,Atlas Corp (Seaspan),In Service,,,
Container,Northern Debonair,"3,534",TEU,"41,500","36,007",Liberia,2007,11,Shanghai Shipyard,NVA Norddeutsche,In Service,,,
Container,MSC Olia,"3,534",TEU,"41,500","35,700",Liberia,2007,11,Shanghai Shipyard,MSC,In Service,,,
Container,Cartagena Trader,"3,534",TEU,"41,500","35,700",Malta,2008,3,Shanghai Shipyard,Lomar Shipping,In Service,,,
Container,Guenther Schulte,"3,534",TEU,"41,500","35,700",Hong Kong,2008,6,Shanghai Shipyard,Schulte Group,In Service,,,
Container,Bach,"3,534",TEU,"41,500","35,700",Liberia,2009,9,Shanghai Shipyard,Borealis Maritime,In Service,,,
Container,TRF Pescara,"3,534",TEU,"41,500","35,998",Liberia,2010,3,Shanghai Shipyard,TRF,In Service,,Fitted,
Container,SPIL Caya,"3,534",TEU,"41,500","35,700",Indonesia,2009,9,Shanghai Shipyard,Salam Pacific,In Service,,,
Container,Bomar Praia,"3,534",TEU,"41,500","35,700",Liberia,2009,12,Shanghai Shipyard,Borealis Maritime,In Service,,,
Container,Maersk Inverness,"3,460",TEU,"41,350","35,491",Singapore,2008,1,Hyundai Mipo,Zeaborn,In Service,,,Eco – Electronic Engine
Container,Maersk Izmir,"3,460",TEU,"41,350","35,491",Singapore,2008,3,Hyundai Mipo,Zeaborn,In Service,,,Eco – Electronic Engine
Container,Maersk Innoshima,"3,460",TEU,"41,350","35,491",Singapore,2008,6,Hyundai Mipo,Zeaborn,Idle,,,Eco – Electronic Engine
Container,Olivia Maersk,"3,267",TEU,"41,028","34,202",Danish Int'l Register,2003,12,Volkswerft,A.P. Moller,In Service,,,
Container,Olga Maersk,"3,267",TEU,"41,026","34,202",Danish Int'l Register,2003,5,Volkswerft,A.P. Moller,In Service,,,
Container,Oluf Maersk,"3,267",TEU,"41,026","34,202",Danish Int'l Register,2003,8,Volkswerft,A.P. Moller,In Service,,,
Container,Charleston Express,"3,237",TEU,"40,478","40,146",United States,2002,6,CSBC (Kaohsiung),Hapag-Lloyd,In Service,,,
Container,Yorktown Express,"3,200",TEU,"40,478","40,146",United States,2002,10,CSBC (Kaohsiung),Hapag-Lloyd,In Service,,,
Container,St. Louis Express,"3,200",TEU,"40,478","40,146",United States,2002,11,CSBC (Kaohsiung),Hapag-Lloyd,In Service,,,
Container,Washington Express,"3,200",TEU,"40,478","40,146",United States,2003,1,CSBC (Kaohsiung),Hapag-Lloyd,In Service,,,
Container,Philadelphia Express,"3,200",TEU,"40,478","40,146",United States,2003,2,CSBC (Kaohsiung),Hapag-Lloyd,In Service,,,
Container,San Antonio Express,"3,508",TEU,"40,450","39,106",Chile,2015,1,Shanghai Shipyard,Hapag-Lloyd,In Service,,,Eco – Electronic Engine
Container,Dimitris C,"3,430",TEU,"40,102","37,113",Malta,2001,2,Samsung HI,Danaos Shipping,In Service,,,
Container,Volga Maersk,"3,596",TEU,"40,079","34,882",Danish Int'l Register,2018,4,COSCO HI (Zhoushan),A.P. Moller,In Service,,,Eco – Electronic Engine Modern
Container,MSC Capucine R,"3,430",TEU,"40,018","37,113",Liberia,2001,4,Samsung HI,Tufton,In Service,,,
Container,Carlotta Star,"3,430",TEU,"40,017","37,113",Liberia,2000,11,Samsung HI,Metrostar Management,In Service,,,
Container,Carolina Star,"3,430",TEU,"40,017","37,113",Liberia,2000,12,Samsung HI,Metrostar Management,In Service,,,
Container,Vistula Maersk,"3,596",TEU,"40,000","34,882",Danish Int'l Register,2018,2,COSCO HI (Zhoushan),A.P. Moller,In Service,,,Eco – Electronic Engine Modern
Container,Venta Maersk,"3,596",TEU,"39,964","34,882",Danish Int'l Register,2018,7,COSCO HI (Zhoushan),A.P. Moller,In Service,,,Eco – Electronic Engine Modern
Container,Vilnia Maersk,"3,596",TEU,"39,947","34,882",Danish Int'l Register,2019,1,COSCO HI (Zhoushan),A.P. Moller,In Service,,,Eco – Electronic Engine Modern
Container,Vayenga Maersk,"3,596",TEU,"39,938","34,882",Danish Int'l Register,2018,5,COSCO HI (Zhoushan),A.P. Moller,In Service,,,Eco – Electronic Engine Modern
Container,Vuoksi Maersk,"3,596",TEU,"39,819","34,882",Danish Int'l Register,2018,9,COSCO HI (Zhoushan),A.P. Moller,In Service,,,Eco – Electronic Engine Modern
Container,Vaga Maersk,"3,596",TEU,"39,819","34,882",Danish Int'l Register,2019,3,COSCO HI (Zhoushan),A.P. Moller,In Service,,,Eco – Electronic Engine Modern
Container,Xin Long Yun 22,"3,081",TEU,"39,782","31,070",Peoples' Republic of China,2005,6,Toyohashi SB,Xiamen Liangyun Shpg,In Service,,,
Container,Kota Kaya,"3,081",TEU,"39,782","31,070",Panama,2005,8,Toyohashi SB,PIL,In Service,,,
Container,Kota Kamil,"3,081",TEU,"39,782","31,070",Singapore,2006,5,Toyohashi SB,PIL,In Service,,,
Container,Kota Karim,"3,081",TEU,"39,782","31,070",Hong Kong,2006,6,Toyohashi SB,PIL,In Service,,,
Container,MSC Sines R,"3,430",TEU,"39,300","37,113",Liberia,2001,5,Samsung HI,Tufton,In Service,,,
Container,CMA CGM Fort De France,"3,504",TEU,"38,840","36,946",France,2019,1,COSCO HI (Zhoushan),CMA CGM,In Service,,,Eco – Electronic Engine Modern
Container,CMA CGM Fort Royal,"3,504",TEU,"38,840","36,946",France,2019,4,COSCO HI (Zhoushan),CMA CGM,In Service,,,Eco – Electronic Engine Modern
Container,CMA CGM Fort Saint Charles,"3,504",TEU,"38,840","36,946",France,2019,6,COSCO HI (Zhoushan),CMA CGM,In Service,,,Eco – Electronic Engine Modern
Container,CMA CGM Fort Fleur D'Epee,"3,504",TEU,"38,840","36,946",France,2019,7,COSCO HI (Zhoushan),CMA CGM,In Service,,,Eco – Electronic Engine Modern
Container,Colombo,"3,388",TEU,"38,638","32,549",Liberia,2004,3,Hyundai Samho HI,Danaos Shipping,In Service,,,
Container,Singapore,"3,338",TEU,"38,638","32,549",Liberia,2004,9,Hyundai Samho HI,Danaos Shipping,In Service,,,
Container,Northern Decency,"3,607",TEU,"37,230","35,500",Liberia,2003,4,Hyundai HI (Ulsan),NVA Norddeutsche,In Service,,,
Container,Wan Hai 321,"3,036",TEU,"37,160","30,676",Singapore,2020,9,JMU Kure Shipyard,Wan Hai Lines,In Service,,,Eco – Electronic Engine Modern
Container,Wan Hai 322,"3,036",TEU,"37,160","30,676",Singapore,2020,10,JMU Kure Shipyard,Wan Hai Lines,In Service,,,Eco – Electronic Engine Modern
Container,Wan Hai 323,"3,036",TEU,"37,160","30,676",Singapore,2020,12,JMU Kure Shipyard,Wan Hai Lines,In Service,,,Eco – Electronic Engine Modern
Container,Wan Hai 325,"3,036",TEU,"37,160","30,676",Singapore,2020,12,JMU Kure Shipyard,Wan Hai Lines,In Service,,,Eco – Electronic Engine Modern
Container,Wan Hai 326,"3,036",TEU,"37,160","30,676",Singapore,2021,3,JMU Kure Shipyard,Wan Hai Lines,In Service,,,Eco – Electronic Engine Modern
Container,Wan Hai 327,"3,036",TEU,"37,160","30,531",Singapore,2021,3,JMU Kure Shipyard,Wan Hai Lines,In Service,,,Eco – Electronic Engine Modern
Container,Wan Hai 328,"3,036",TEU,"37,160","30,676",Singapore,2021,5,JMU Kure Shipyard,Wan Hai Lines,In Service,,,Eco – Electronic Engine Modern
Container,Johannes Maersk,"3,003",TEU,"35,097","30,166",Danish Int'l Register,2001,11,Volkswerft,A.P. Moller,In Service,,,
Container,Jeppesen Maersk,"3,003",TEU,"35,097","30,166",Danish Int'l Register,2001,6,Volkswerft,A.P. Moller,In Service,,,
Container,Josephine Maersk,"3,003",TEU,"35,082","30,166",Danish Int'l Register,2002,2,Volkswerft,A.P. Moller,In Service,,,
Container,Jens Maersk,"3,003",TEU,"33,855","25,500",Danish Int'l Register,2001,8,Volkswerft,A.P. Moller,In Service,,,
